	B_ThCSE - FS_ThCSE	B_Th - FS_Th	diff_ThCSE_Th	pattern
HS.543561	0	0	0	0x0x0
HS.543617	0	0	0	0x0x0
HS.543649	0	0	0	0x0x0
HS.543654	0	0	0	0x0x0
HS.543659	0	0	0	0x0x0
HS.543663	0	0	0	0x0x0
HS.543683	0	0	0	0x0x0
HS.543712	0	0	0	0x0x0
HS.543725	0	0	0	0x0x0
HS.543736	0	0	0	0x0x0
HS.543759	0	0	0	0x0x0
HS.543795	0	0	0	0x0x0
HS.543803	0	0	0	0x0x0
HS.543820	0	0	0	0x0x0
HS.543828	0	0	0	0x0x0
HS.543842	0	0	0	0x0x0
HS.543844	0	0	0	0x0x0
HS.543862	0	0	0	0x0x0
HS.543863	0	0	0	0x0x0
HS.543865	0	0	0	0x0x0
HS.543875	0	0	0	0x0x0
HS.543887	0	0	0	0x0x0
HS.543896	0	0	0	0x0x0
HS.543899	0	0	0	0x0x0
HS.543905	0	0	0	0x0x0
HS.543907	0	0	0	0x0x0
HS.543924	0	0	0	0x0x0
HS.543938	0	0	0	0x0x0
HS.543951	0	0	0	0x0x0
HS.543956	0	0	0	0x0x0
HS.543971	0	0	0	0x0x0
HS.543981	0	0	0	0x0x0
HS.543983	0	0	0	0x0x0
HS.543987	0	0	0	0x0x0
HS.544017	0	0	0	0x0x0
HS.544018	0	0	0	0x0x0
HS.544029	0	0	0	0x0x0
HS.544030	0	0	0	0x0x0
HS.544047	0	0	0	0x0x0
HS.544069	0	0	0	0x0x0
HS.544070	0	0	0	0x0x0
HS.544076	0	0	0	0x0x0
HS.544132	0	0	0	0x0x0
HS.544137	0	0	0	0x0x0
HS.544140	0	0	0	0x0x0
HS.544145	0	0	0	0x0x0
HS.544149	0	0	0	0x0x0
HS.544179	0	0	0	0x0x0
HS.544199	0	0	0	0x0x0
HS.544215	0	0	0	0x0x0
HS.544218	0	0	0	0x0x0
HS.544222	0	0	0	0x0x0
HS.544228	0	0	0	0x0x0
HS.544232	0	0	0	0x0x0
HS.544233	0	0	0	0x0x0
HS.544238	0	0	0	0x0x0
HS.544242	0	0	0	0x0x0
HS.544245	0	0	0	0x0x0
HS.544256	0	0	0	0x0x0
HS.544258	0	0	0	0x0x0
HS.544261	0	0	0	0x0x0
HS.544263	0	0	0	0x0x0
HS.544265	0	0	0	0x0x0
HS.544321	0	0	0	0x0x0
HS.544325	0	0	0	0x0x0
HS.544326	0	0	0	0x0x0
HS.544351	0	0	0	0x0x0
HS.544353	0	0	0	0x0x0
HS.544375	0	0	0	0x0x0
HS.544377	0	0	0	0x0x0
HS.544379	0	0	0	0x0x0
HS.544388	0	0	0	0x0x0
HS.544400	0	0	0	0x0x0
HS.544430	0	0	0	0x0x0
HS.544434	0	0	0	0x0x0
HS.544451	0	0	0	0x0x0
HS.544460	0	0	0	0x0x0
HS.544465	0	0	0	0x0x0
HS.544484	0	0	0	0x0x0
HS.544487	0	0	0	0x0x0
HS.544491	0	0	0	0x0x0
HS.544495	0	0	0	0x0x0
HS.544500	0	0	0	0x0x0
HS.544507	0	0	0	0x0x0
HS.544557	0	0	0	0x0x0
HS.544576	0	0	0	0x0x0
HS.544609	0	0	0	0x0x0
HS.544632	0	0	0	0x0x0
HS.544637	0	0	0	0x0x0
HS.544642	0	0	0	0x0x0
HS.544686	0	0	0	0x0x0
HS.544692	0	0	0	0x0x0
HS.544703	0	0	0	0x0x0
HS.544706	0	0	0	0x0x0
HS.544707	0	0	0	0x0x0
HS.544713	0	0	0	0x0x0
HS.544715	0	0	0	0x0x0
HS.544719	0	0	0	0x0x0
HS.544721	0	0	0	0x0x0
HS.544736	0	0	0	0x0x0
HS.544737	0	0	0	0x0x0
HS.544751	0	0	0	0x0x0
HS.544782	0	0	0	0x0x0
HS.544785	0	0	0	0x0x0
HS.544791	0	0	0	0x0x0
HS.544806	0	0	0	0x0x0
HS.544814	0	0	0	0x0x0
HS.544828	0	0	0	0x0x0
HS.544832	0	0	0	0x0x0
HS.544833	0	0	0	0x0x0
HS.544849	0	0	0	0x0x0
HS.544881	0	0	0	0x0x0
HS.544884	0	0	0	0x0x0
HS.544914	0	0	0	0x0x0
HS.544941	0	0	0	0x0x0
HS.545003	0	0	0	0x0x0
HS.545008	0	0	0	0x0x0
HS.545009	0	0	0	0x0x0
HS.545011	0	0	0	0x0x0
HS.545028	0	0	0	0x0x0
HS.545044	0	0	0	0x0x0
HS.545045	0	0	0	0x0x0
HS.545048	0	0	0	0x0x0
HS.545068	0	0	0	0x0x0
HS.545069	0	0	0	0x0x0
HS.545074	0	0	0	0x0x0
HS.545094	0	0	0	0x0x0
HS.545102	0	0	0	0x0x0
HS.545111	0	0	0	0x0x0
HS.545116	0	0	0	0x0x0
HS.545118	0	0	0	0x0x0
HS.545199	0	0	0	0x0x0
HS.545230	0	0	0	0x0x0
HS.545232	0	0	0	0x0x0
HS.545236	0	0	0	0x0x0
HS.545238	0	0	0	0x0x0
HS.545243	0	0	0	0x0x0
HS.545246	0	0	0	0x0x0
HS.545250	0	0	0	0x0x0
HS.545251	0	0	0	0x0x0
HS.545277	0	0	0	0x0x0
HS.545298	0	0	0	0x0x0
HS.545299	0	0	0	0x0x0
HS.545338	0	0	0	0x0x0
HS.545352	0	0	0	0x0x0
HS.545364	0	0	0	0x0x0
HS.545388	0	0	0	0x0x0
HS.545394	0	0	0	0x0x0
HS.545397	0	0	0	0x0x0
HS.545422	0	0	0	0x0x0
HS.545426	0	0	0	0x0x0
HS.545428	0	0	0	0x0x0
HS.545462	0	0	0	0x0x0
HS.545468	0	0	0	0x0x0
HS.545507	0	0	0	0x0x0
HS.545514	0	0	0	0x0x0
HS.545519	0	0	0	0x0x0
HS.545527	0	0	0	0x0x0
HS.545536	0	0	0	0x0x0
HS.545544	0	0	0	0x0x0
HS.545551	0	0	0	0x0x0
HS.545554	0	0	0	0x0x0
HS.545586	0	0	0	0x0x0
HS.545587	0	0	0	0x0x0
HS.545589	0	0	0	0x0x0
HS.545597	0	-1	0	0x1x0
HS.545602	0	0	0	0x0x0
HS.545615	0	0	0	0x0x0
HS.545626	0	0	0	0x0x0
HS.545644	0	0	0	0x0x0
HS.545648	0	0	0	0x0x0
HS.545650	0	0	0	0x0x0
HS.545655	0	0	0	0x0x0
HS.545663	0	0	0	0x0x0
HS.545670	0	0	0	0x0x0
HS.545671	0	0	0	0x0x0
HS.545680	0	0	0	0x0x0
HS.545687	0	0	0	0x0x0
HS.545716	0	0	0	0x0x0
HS.545726	0	0	0	0x0x0
HS.545759	0	0	0	0x0x0
HS.545780	0	0	0	0x0x0
HS.545821	0	0	0	0x0x0
HS.545838	0	0	0	0x0x0
HS.545844	0	0	0	0x0x0
HS.545887	0	0	0	0x0x0
HS.545893	0	0	0	0x0x0
HS.545899	0	0	0	0x0x0
HS.545947	0	0	0	0x0x0
HS.545952	0	0	0	0x0x0
HS.545976	0	0	0	0x0x0
HS.545993	0	0	0	0x0x0
HS.546003	0	0	0	0x0x0
HS.546008	0	0	0	0x0x0
HS.546021	0	0	0	0x0x0
HS.546047	0	0	0	0x0x0
HS.546054	0	0	0	0x0x0
HS.546062	0	0	0	0x0x0
HS.546079	0	0	0	0x0x0
HS.546089	0	0	0	0x0x0
HS.546105	0	0	0	0x0x0
HS.546114	0	0	0	0x0x0
HS.546119	0	0	0	0x0x0
HS.546135	0	0	0	0x0x0
HS.546148	0	0	0	0x0x0
HS.546150	0	0	0	0x0x0
HS.546177	0	0	0	0x0x0
HS.546213	0	0	0	0x0x0
HS.546375	0	-1	0	0x1x0
HS.546379	0	0	0	0x0x0
HS.546661	0	0	0	0x0x0
HS.546710	0	0	0	0x0x0
HS.546837	0	0	0	0x0x0
HS.546898	0	0	0	0x0x0
HS.547160	0	0	0	0x0x0
HS.547175	0	0	0	0x0x0
HS.547201	0	0	0	0x0x0
HS.547239	0	0	0	0x0x0
HS.547245	0	0	0	0x0x0
HS.547272	0	0	0	0x0x0
HS.547277	0	0	0	0x0x0
HS.547293	0	0	0	0x0x0
HS.547332	0	0	0	0x0x0
HS.547341	0	0	0	0x0x0
HS.547366	0	0	0	0x0x0
HS.547503	0	0	0	0x0x0
HS.547551	0	0	0	0x0x0
HS.547587	0	0	0	0x0x0
HS.547601	0	0	0	0x0x0
HS.547715	0	0	0	0x0x0
HS.547738	0	0	0	0x0x0
HS.547797	0	0	0	0x0x0
HS.547824	0	0	0	0x0x0
HS.547858	0	0	0	0x0x0
HS.547861	0	0	0	0x0x0
HS.547935	0	0	0	0x0x0
HS.547985	0	0	0	0x0x0
HS.548045	0	0	0	0x0x0
HS.548146	0	0	0	0x0x0
HS.548213	0	0	0	0x0x0
HS.548302	0	0	0	0x0x0
HS.548415	0	0	0	0x0x0
HS.548433	0	0	0	0x0x0
HS.548534	0	0	0	0x0x0
HS.548635	0	1	0	0x1x0
HS.548645	0	0	0	0x0x0
HS.548787	0	0	0	0x0x0
HS.548804	0	0	0	0x0x0
HS.548831	0	0	0	0x0x0
HS.54940	0	0	0	0x0x0
HS.549435	0	0	0	0x0x0
HS.549460	0	0	0	0x0x0
HS.549487	0	0	0	0x0x0
HS.549631	0	0	0	0x0x0
HS.549668	0	0	0	0x0x0
HS.549729	0	0	0	0x0x0
HS.549783	0	0	0	0x0x0
HS.549784	0	0	0	0x0x0
HS.549805	0	0	0	0x0x0
HS.549810	0	0	0	0x0x0
HS.549823	0	0	0	0x0x0
HS.549914	0	0	0	0x0x0
HS.549963	0	0	0	0x0x0
HS.549966	0	0	0	0x0x0
HS.549989	0	0	0	0x0x0
HS.550042	0	0	0	0x0x0
HS.550068	0	0	0	0x0x0
HS.550095	0	0	0	0x0x0
HS.550111	0	0	0	0x0x0
HS.550118	0	0	0	0x0x0
HS.550126	0	0	0	0x0x0
HS.550139	0	0	0	0x0x0
HS.550193	0	0	0	0x0x0
HS.550210	0	0	0	0x0x0
HS.550218	0	0	0	0x0x0
HS.550248	0	0	0	0x0x0
HS.550254	0	0	0	0x0x0
HS.550275	0	0	0	0x0x0
HS.550282	0	0	0	0x0x0
HS.550285	0	0	0	0x0x0
HS.550287	0	0	0	0x0x0
HS.550307	0	0	0	0x0x0
HS.550310	0	0	0	0x0x0
HS.550320	0	0	0	0x0x0
HS.550371	0	0	0	0x0x0
HS.550382	0	0	0	0x0x0
HS.55047	0	0	0	0x0x0
HS.550619	0	0	0	0x0x0
HS.550799	0	0	0	0x0x0
HS.550822	0	0	0	0x0x0
HS.550888	0	0	0	0x0x0
HS.550960	0	0	0	0x0x0
HS.551002	0	0	0	0x0x0
HS.551024	0	0	0	0x0x0
HS.551042	0	0	0	0x0x0
HS.551062	0	0	0	0x0x0
HS.551074	0	0	0	0x0x0
HS.551115	0	0	0	0x0x0
HS.551126	0	0	0	0x0x0
HS.551128	0	0	0	0x0x0
HS.551136	0	0	0	0x0x0
HS.551137	0	0	0	0x0x0
HS.551138	0	0	0	0x0x0
HS.551143	0	0	0	0x0x0
HS.551145	0	0	0	0x0x0
HS.551155	0	0	0	0x0x0
HS.551244	0	0	0	0x0x0
HS.551249	0	0	0	0x0x0
HS.551253	0	0	0	0x0x0
HS.551307	0	0	0	0x0x0
HS.551324	0	0	0	0x0x0
HS.551330	0	0	0	0x0x0
HS.551340	0	0	0	0x0x0
HS.551358	0	0	0	0x0x0
HS.551361	0	0	0	0x0x0
HS.551438	0	0	0	0x0x0
HS.551458	0	0	0	0x0x0
HS.551538	0	0	0	0x0x0
HS.551750	0	0	0	0x0x0
HS.551755	0	0	0	0x0x0
HS.551803	0	0	0	0x0x0
HS.551815	0	0	0	0x0x0
HS.551832	0	0	0	0x0x0
HS.551847	0	0	0	0x0x0
HS.551898	0	0	0	0x0x0
HS.551942	0	0	0	0x0x0
HS.551957	0	0	0	0x0x0
HS.552008	0	0	0	0x0x0
HS.552025	0	0	0	0x0x0
HS.552045	0	0	0	0x0x0
HS.552082	0	0	0	0x0x0
HS.552087	0	0	0	0x0x0
HS.552155	0	0	0	0x0x0
HS.552160	0	0	0	0x0x0
HS.552183	0	0	0	0x0x0
HS.552203	0	0	0	0x0x0
HS.552207	0	0	0	0x0x0
HS.552263	0	0	0	0x0x0
HS.552282	0	0	0	0x0x0
HS.552297	0	0	0	0x0x0
HS.552320	0	0	0	0x0x0
HS.552332	0	0	0	0x0x0
HS.552336	0	0	0	0x0x0
HS.552354	0	0	0	0x0x0
HS.552357	0	-1	0	0x1x0
HS.552423	0	0	0	0x0x0
HS.552427	0	0	0	0x0x0
HS.55246	0	0	0	0x0x0
HS.552496	0	0	0	0x0x0
HS.552561	0	0	0	0x0x0
HS.552684	0	0	0	0x0x0
HS.552709	0	0	0	0x0x0
HS.552750	0	0	0	0x0x0
HS.552799	0	0	0	0x0x0
HS.552826	0	0	0	0x0x0
HS.552871	0	0	0	0x0x0
HS.552896	0	0	0	0x0x0
HS.552910	0	0	0	0x0x0
HS.552917	0	0	0	0x0x0
HS.552934	0	0	0	0x0x0
HS.552957	0	0	0	0x0x0
HS.553019	0	0	0	0x0x0
HS.553068	0	0	0	0x0x0
HS.553070	0	0	0	0x0x0
HS.553088	0	0	0	0x0x0
HS.553134	0	0	0	0x0x0
HS.553156	0	0	0	0x0x0
HS.553158	0	0	0	0x0x0
HS.553161	0	0	0	0x0x0
HS.553187	0	0	0	0x0x0
HS.553217	0	0	0	0x0x0
HS.553231	0	0	0	0x0x0
HS.553278	0	0	0	0x0x0
HS.553290	0	0	0	0x0x0
HS.553291	0	0	0	0x0x0
HS.553301	0	0	0	0x0x0
HS.553310	0	0	0	0x0x0
HS.553349	0	0	0	0x0x0
HS.553351	0	0	0	0x0x0
HS.553431	0	0	0	0x0x0
HS.553450	0	0	0	0x0x0
HS.554039	0	0	0	0x0x0
HS.554051	0	0	0	0x0x0
HS.554056	0	0	0	0x0x0
HS.554066	0	0	0	0x0x0
HS.554075	0	0	0	0x0x0
HS.554084	0	0	0	0x0x0
HS.554169	0	0	0	0x0x0
HS.554203	0	0	0	0x0x0
HS.554211	0	0	0	0x0x0
HS.554274	0	0	0	0x0x0
HS.554282	0	0	0	0x0x0
HS.554298	0	0	0	0x0x0
HS.554319	0	0	0	0x0x0
HS.554324	0	0	0	0x0x0
HS.554328	0	0	0	0x0x0
HS.554391	0	0	0	0x0x0
HS.554445	0	0	0	0x0x0
HS.554452	0	0	0	0x0x0
HS.554470	0	0	0	0x0x0
HS.554478	0	0	0	0x0x0
HS.554507	0	0	0	0x0x0
HS.554537	0	0	0	0x0x0
HS.554567	0	0	0	0x0x0
HS.554587	0	0	0	0x0x0
HS.554595	0	0	0	0x0x0
HS.554603	0	0	0	0x0x0
HS.554608	0	0	0	0x0x0
HS.554615	0	0	0	0x0x0
HS.554642	0	0	0	0x0x0
HS.554667	0	0	0	0x0x0
HS.554701	0	0	0	0x0x0
HS.554965	0	0	0	0x0x0
HS.555115	0	0	0	0x0x0
HS.555126	0	0	0	0x0x0
HS.555138	0	0	0	0x0x0
HS.555181	0	0	0	0x0x0
HS.555200	0	0	0	0x0x0
HS.555208	0	0	0	0x0x0
HS.555244	0	0	0	0x0x0
HS.555247	0	0	0	0x0x0
HS.555252	0	0	0	0x0x0
HS.555255	0	0	0	0x0x0
HS.555260	0	0	0	0x0x0
HS.555388	0	0	0	0x0x0
HS.555512	0	0	0	0x0x0
HS.555574	0	0	0	0x0x0
HS.555583	0	0	0	0x0x0
HS.555595	0	0	0	0x0x0
HS.556018	0	0	0	0x0x0
HS.556082	0	0	0	0x0x0
HS.556255	0	0	0	0x0x0
HS.556368	0	0	0	0x0x0
HS.556708	0	0	0	0x0x0
HS.556853	0	0	0	0x0x0
HS.556879	0	0	0	0x0x0
HS.556994	0	0	0	0x0x0
HS.557039	0	0	0	0x0x0
HS.557040	0	0	0	0x0x0
HS.557218	0	0	0	0x0x0
HS.557356	0	0	0	0x0x0
HS.557431	0	0	0	0x0x0
HS.557481	0	0	0	0x0x0
HS.557620	0	0	0	0x0x0
HS.557622	0	0	0	0x0x0
HS.557800	0	0	0	0x0x0
HS.557952	0	0	0	0x0x0
HS.558031	0	0	0	0x0x0
HS.558072	0	0	0	0x0x0
HS.558212	0	0	0	0x0x0
HS.558271	0	0	0	0x0x0
HS.558282	0	-1	0	0x1x0
HS.558286	0	0	0	0x0x0
HS.558288	0	0	0	0x0x0
HS.558485	0	0	0	0x0x0
HS.558488	-1	0	0	1x0x0
HS.558911	0	0	0	0x0x0
HS.559121	0	0	0	0x0x0
HS.559124	0	0	0	0x0x0
HS.559234	0	0	0	0x0x0
HS.559454	0	0	0	0x0x0
HS.559564	0	0	0	0x0x0
HS.559602	0	0	0	0x0x0
HS.559604	0	0	0	0x0x0
HS.559609	0	0	0	0x0x0
HS.559654	0	0	0	0x0x0
HS.559665	0	0	0	0x0x0
HS.559673	0	0	0	0x0x0
HS.559709	0	0	0	0x0x0
HS.559714	0	0	0	0x0x0
HS.559766	0	0	0	0x0x0
HS.559770	1	1	0	1x1x0
HS.559814	0	0	0	0x0x0
HS.559820	0	0	0	0x0x0
HS.559830	0	0	0	0x0x0
HS.559834	0	0	0	0x0x0
HS.559851	0	0	0	0x0x0
HS.559860	0	0	0	0x0x0
HS.559863	0	0	0	0x0x0
HS.559981	0	0	0	0x0x0
HS.559999	0	0	0	0x0x0
HS.560019	0	0	0	0x0x0
HS.560046	0	0	0	0x0x0
HS.560095	0	0	0	0x0x0
HS.560098	0	0	0	0x0x0
HS.560106	0	0	0	0x0x0
HS.560115	0	0	0	0x0x0
HS.560132	0	0	0	0x0x0
HS.560163	0	0	0	0x0x0
HS.560263	0	0	0	0x0x0
HS.560266	0	0	0	0x0x0
HS.560290	0	0	0	0x0x0
HS.560292	0	0	0	0x0x0
HS.560319	0	0	0	0x0x0
HS.560343	0	0	0	0x0x0
HS.560344	0	0	0	0x0x0
HS.560357	0	0	0	0x0x0
HS.560387	0	0	0	0x0x0
HS.560407	0	0	0	0x0x0
HS.560457	0	0	0	0x0x0
HS.560459	0	0	0	0x0x0
HS.560503	0	0	0	0x0x0
HS.560522	0	0	0	0x0x0
HS.560536	0	0	0	0x0x0
HS.560542	0	0	0	0x0x0
HS.560560	0	0	0	0x0x0
HS.560563	0	0	0	0x0x0
HS.560576	0	0	0	0x0x0
HS.560621	0	0	0	0x0x0
HS.560651	0	0	0	0x0x0
HS.560698	0	0	0	0x0x0
HS.560701	0	0	0	0x0x0
HS.560728	0	0	0	0x0x0
HS.560732	0	0	0	0x0x0
HS.560736	0	0	0	0x0x0
HS.560740	0	0	0	0x0x0
HS.560741	0	0	0	0x0x0
HS.560817	0	0	0	0x0x0
HS.560896	0	0	0	0x0x0
HS.560899	0	0	0	0x0x0
HS.560906	0	0	0	0x0x0
HS.560963	0	0	0	0x0x0
HS.560984	0	0	0	0x0x0
HS.560987	0	0	0	0x0x0
HS.561033	0	0	0	0x0x0
HS.561057	0	0	0	0x0x0
HS.561108	0	0	0	0x0x0
HS.561130	0	0	0	0x0x0
HS.561144	0	0	0	0x0x0
HS.561174	0	0	0	0x0x0
HS.561205	0	0	0	0x0x0
HS.561259	0	0	0	0x0x0
HS.561307	0	0	0	0x0x0
HS.561363	0	-1	0	0x1x0
HS.561365	0	0	0	0x0x0
HS.561415	0	0	0	0x0x0
HS.561418	0	0	0	0x0x0
HS.561422	0	0	0	0x0x0
HS.561430	0	0	0	0x0x0
HS.561432	0	0	0	0x0x0
HS.561438	0	0	0	0x0x0
HS.561493	0	0	0	0x0x0
HS.561526	0	0	0	0x0x0
HS.561542	0	0	0	0x0x0
HS.561570	0	0	0	0x0x0
HS.561575	0	0	0	0x0x0
HS.561599	0	0	0	0x0x0
HS.561603	0	0	0	0x0x0
HS.561604	0	0	0	0x0x0
HS.561625	0	0	0	0x0x0
HS.561632	0	0	0	0x0x0
HS.561633	0	0	0	0x0x0
HS.561644	0	0	0	0x0x0
HS.561656	0	0	0	0x0x0
HS.561679	0	0	0	0x0x0
HS.561735	0	0	0	0x0x0
HS.561747	0	-1	0	0x1x0
HS.561759	0	0	0	0x0x0
HS.561786	0	0	0	0x0x0
HS.561814	0	0	0	0x0x0
HS.561844	0	0	0	0x0x0
HS.561874	0	0	0	0x0x0
HS.561885	0	0	0	0x0x0
HS.561915	0	0	0	0x0x0
HS.561929	0	0	0	0x0x0
HS.561960	0	0	0	0x0x0
HS.561963	0	0	0	0x0x0
HS.561999	0	0	0	0x0x0
HS.562032	0	0	0	0x0x0
HS.562058	0	0	0	0x0x0
HS.562118	0	0	0	0x0x0
HS.562129	0	0	0	0x0x0
HS.562146	0	0	0	0x0x0
HS.562164	0	0	0	0x0x0
HS.562197	0	0	0	0x0x0
HS.562205	0	0	0	0x0x0
HS.562219	0	0	0	0x0x0
HS.562230	0	0	0	0x0x0
HS.562263	0	0	0	0x0x0
HS.562281	0	0	0	0x0x0
HS.562345	0	0	0	0x0x0
HS.562350	0	0	0	0x0x0
HS.562367	0	0	0	0x0x0
HS.562435	0	0	0	0x0x0
HS.562448	0	0	0	0x0x0
HS.562488	0	0	0	0x0x0
HS.562504	0	0	0	0x0x0
HS.562528	0	0	0	0x0x0
HS.562585	0	0	0	0x0x0
HS.562624	0	0	0	0x0x0
HS.562638	0	0	0	0x0x0
HS.562639	0	0	0	0x0x0
HS.562641	0	0	0	0x0x0
HS.562647	0	0	0	0x0x0
HS.562701	0	0	0	0x0x0
HS.562726	0	0	0	0x0x0
HS.562727	0	0	0	0x0x0
HS.562844	0	0	0	0x0x0
HS.562874	0	0	0	0x0x0
HS.562875	0	0	0	0x0x0
HS.562888	0	0	0	0x0x0
HS.562889	0	0	0	0x0x0
HS.562901	0	0	0	0x0x0
HS.562917	0	0	0	0x0x0
HS.562922	0	0	0	0x0x0
HS.562928	0	0	0	0x0x0
HS.562947	0	0	0	0x0x0
HS.562980	0	0	0	0x0x0
HS.563019	0	0	0	0x0x0
HS.563020	0	0	0	0x0x0
HS.563138	0	0	0	0x0x0
HS.563147	0	0	0	0x0x0
HS.563165	0	1	0	0x1x0
HS.563166	0	0	0	0x0x0
HS.563200	0	0	0	0x0x0
HS.563240	0	0	0	0x0x0
HS.563267	0	0	0	0x0x0
HS.563292	0	0	0	0x0x0
HS.563340	0	0	0	0x0x0
HS.563373	0	0	0	0x0x0
HS.563400	0	0	0	0x0x0
HS.563406	0	0	0	0x0x0
HS.563436	0	0	0	0x0x0
HS.563438	0	0	0	0x0x0
HS.563518	0	0	0	0x0x0
HS.563550	0	0	0	0x0x0
HS.563552	0	0	0	0x0x0
HS.563599	0	0	0	0x0x0
HS.563605	0	0	0	0x0x0
HS.563639	0	0	0	0x0x0
HS.563654	0	0	0	0x0x0
HS.563667	0	0	0	0x0x0
HS.563687	0	0	0	0x0x0
HS.563695	0	0	0	0x0x0
HS.563710	0	0	0	0x0x0
HS.563767	0	0	0	0x0x0
HS.563783	0	0	0	0x0x0
HS.563805	0	0	0	0x0x0
HS.563827	0	0	0	0x0x0
HS.563847	0	0	0	0x0x0
HS.563862	0	0	0	0x0x0
HS.563863	0	0	0	0x0x0
HS.563870	0	0	0	0x0x0
HS.563922	0	0	0	0x0x0
HS.563926	0	0	0	0x0x0
HS.563969	0	0	0	0x0x0
HS.563977	0	0	0	0x0x0
HS.563980	0	0	0	0x0x0
HS.563991	0	0	0	0x0x0
HS.564000	0	0	0	0x0x0
HS.564018	0	0	0	0x0x0
HS.564077	0	0	0	0x0x0
HS.564082	0	0	0	0x0x0
HS.564097	0	0	0	0x0x0
HS.564103	0	0	0	0x0x0
HS.564111	0	0	0	0x0x0
HS.564127	0	0	0	0x0x0
HS.564132	0	0	0	0x0x0
HS.564150	0	0	0	0x0x0
HS.564153	0	0	0	0x0x0
HS.564154	0	0	0	0x0x0
HS.564159	0	0	0	0x0x0
HS.564168	0	0	0	0x0x0
HS.564183	0	0	0	0x0x0
HS.564211	0	0	0	0x0x0
HS.564216	0	0	0	0x0x0
HS.564221	0	0	0	0x0x0
HS.564264	0	0	0	0x0x0
HS.564280	0	0	0	0x0x0
HS.564297	0	0	0	0x0x0
HS.564301	0	0	0	0x0x0
HS.564338	0	0	0	0x0x0
HS.564389	0	0	0	0x0x0
HS.564428	0	0	0	0x0x0
HS.564439	0	0	0	0x0x0
HS.564485	0	0	0	0x0x0
HS.564504	0	0	0	0x0x0
HS.564510	0	0	0	0x0x0
HS.564531	0	0	0	0x0x0
HS.564542	0	0	0	0x0x0
HS.564574	0	0	0	0x0x0
HS.564578	0	0	0	0x0x0
HS.564582	0	0	0	0x0x0
HS.564657	0	0	0	0x0x0
HS.564658	0	0	0	0x0x0
HS.564673	0	0	0	0x0x0
HS.564675	0	0	0	0x0x0
HS.564676	0	0	0	0x0x0
HS.564680	0	0	0	0x0x0
HS.564701	0	0	0	0x0x0
HS.564718	0	0	0	0x0x0
HS.564805	0	0	0	0x0x0
HS.564848	0	0	0	0x0x0
HS.564859	0	0	0	0x0x0
HS.564874	0	0	0	0x0x0
HS.564884	0	0	0	0x0x0
HS.564948	0	0	0	0x0x0
HS.564949	0	0	0	0x0x0
HS.564962	0	0	0	0x0x0
HS.564967	0	0	0	0x0x0
HS.564975	0	0	0	0x0x0
HS.565001	0	0	0	0x0x0
HS.565003	0	0	0	0x0x0
HS.565029	0	0	0	0x0x0
HS.565035	0	0	0	0x0x0
HS.565075	0	0	0	0x0x0
HS.565086	0	0	0	0x0x0
HS.565130	0	0	0	0x0x0
HS.565146	0	0	0	0x0x0
HS.565151	0	0	0	0x0x0
HS.565170	0	0	0	0x0x0
HS.565180	0	0	0	0x0x0
HS.565189	0	0	0	0x0x0
HS.565209	0	0	0	0x0x0
HS.565244	0	0	0	0x0x0
HS.565248	0	0	0	0x0x0
HS.565250	0	0	0	0x0x0
HS.565303	0	0	0	0x0x0
HS.565309	0	0	0	0x0x0
HS.565311	0	0	0	0x0x0
HS.565314	0	0	0	0x0x0
HS.565316	0	0	0	0x0x0
HS.565338	0	0	0	0x0x0
HS.565374	0	0	0	0x0x0
HS.565377	0	0	0	0x0x0
HS.565379	0	0	0	0x0x0
HS.565395	0	0	0	0x0x0
HS.565402	0	0	0	0x0x0
HS.565407	0	0	0	0x0x0
HS.565411	0	0	0	0x0x0
HS.565461	0	0	0	0x0x0
HS.565487	0	0	0	0x0x0
HS.565491	0	0	0	0x0x0
HS.565492	0	0	0	0x0x0
HS.565503	0	0	0	0x0x0
HS.565507	0	0	0	0x0x0
HS.565532	0	0	0	0x0x0
HS.565550	0	0	0	0x0x0
HS.565552	0	0	0	0x0x0
HS.565557	0	0	0	0x0x0
HS.565575	0	0	0	0x0x0
HS.565597	0	0	0	0x0x0
HS.565622	0	0	0	0x0x0
HS.565629	0	0	0	0x0x0
HS.565633	0	0	0	0x0x0
HS.565650	0	0	0	0x0x0
HS.565660	0	0	0	0x0x0
HS.565678	0	0	0	0x0x0
HS.565704	0	0	0	0x0x0
HS.565708	0	0	0	0x0x0
HS.565734	0	0	0	0x0x0
HS.565778	0	0	0	0x0x0
HS.565801	0	0	0	0x0x0
HS.565830	0	0	0	0x0x0
HS.565838	0	0	0	0x0x0
HS.565857	0	0	0	0x0x0
HS.565863	0	0	0	0x0x0
HS.565871	0	0	0	0x0x0
HS.565887	0	0	0	0x0x0
HS.565908	0	0	0	0x0x0
HS.565913	0	0	0	0x0x0
HS.565917	0	0	0	0x0x0
HS.565921	0	0	0	0x0x0
HS.565972	0	0	0	0x0x0
HS.565987	0	0	0	0x0x0
HS.566008	0	0	0	0x0x0
HS.566010	0	0	0	0x0x0
HS.566024	0	0	0	0x0x0
HS.566103	0	0	0	0x0x0
HS.566139	0	0	0	0x0x0
HS.566178	0	0	0	0x0x0
HS.566199	0	0	0	0x0x0
HS.566225	0	0	0	0x0x0
HS.566241	0	0	0	0x0x0
